,App,Category,Rating,Reviews,Size,Installs,Price,Content.Rating,Current.Ver
3190,Cheapflights ??Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19,5000000,0,Everyone,Varies with device
3191,KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,40,1000000,0,Everyone,9.7.1
3193,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29,10000000,0,Everyone,5.48
3194,Lufthansa,TRAVEL_AND_LOCAL,3.6,14544,43,1000000,0,Everyone,7.2.5
3195,easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,50,10000000,0,Everyone,2.32.2
3197,LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,2419,13,1000000,0,Everyone,1.24.5
3201,"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15,5000000,0,Everyone,4.38.176
3202,HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,4,100000,0,Everyone,53.89.55
3204,"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14,10000000,0,Everyone,18.30.0
3206,"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,19,10000000,0,Everyone,Varies with device
3208,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29,10000000,0,Everyone,5.48
3209,IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,44,1000000,0,Everyone,4.15.1
3210,SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,8258,22,1000000,0,Everyone,v5.4.3
3214,Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28,1000000,0,Everyone,6.7.1
3217,Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12,5000000,0,Everyone,4.9.2
3219,Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,14114,46,1000000,0,Everyone,18.21.0
3220,Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6,100000,0,Everyone,4.0.38
3222,Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29,10000000,0,Everyone,5.48
3225,GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1,10000000,0,Everyone,8.1.171
3226,Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5,1000000,0,Everyone,8
3227,Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,120373,31,5000000,0,Everyone,3.19.35.999
3228,Street Panorama View,TRAVEL_AND_LOCAL,4.2,40225,4.1,1000000,0,Everyone,4.0.3
3230,DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22,500000,0,Teen,1.28.1
3232,Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,28,1000000,0,Everyone,13.8.3
3234,Moto File Manager,TOOLS,4.1,38655,5.9,10000000,0,Everyone,v3.7.93
3238,Motorola Alert,TOOLS,4.2,24199,3.9,50000000,0,Everyone,1.02.53
3240,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15,100000000,0,Everyone,3.1.2
3241,Moto Suggestions ??TOOLS,TOOLS,4.6,308,4.3,1000000,0,Everyone,8
3246,myMetro,TOOLS,4,26189,5.3,10000000,0,Everyone,MyMetro_HTML_2.0_430029
3248,My Telcel,TOOLS,3.1,45838,16,50000000,0,Everyone,7.6.1
3249,"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5,10000000,0,Everyone,v8.0.1.8.0629.1
3253,Android TV Remote Service,TOOLS,0,1,3.7,1000000,0,Everyone,2.1.02.4477839
3255,"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,5.8,100000,0,Everyone,8.1.6
3256,SHAREit - Transfer & Share,TOOLS,4.6,7790693,17,500000000,0,Everyone,4.5.28_ww
3258,Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,10000000,0,Everyone,1.0.204375696
3260,Nokia mobile support,TOOLS,4.4,12215,9.1,5000000,0,Everyone,1.7.4
3261,File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6,10000000,0,Everyone,v7.0.7.1.0625.1_06_0629
3262,Samsung Calculator,TOOLS,4.4,9602,2.5,100000000,0,Everyone,6.0.61.5
3263,Clear,TOOLS,3.1,24151,15,10000000,0,Everyone,11.7.0
3268,AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,10000000,0,Everyone,3.2
3270,Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,17,10000000,0,Everyone,v7.0.9.1.0526.1_06_0704
3275,TouchPal Keyboard for vivo,TOOLS,4.3,357,58,1000000,0,Everyone,6.2.6.7
3276,Google Assistant Go,TOOLS,3.7,315,4.6,500000,0,Everyone,1.8.203182757.armeabi-v7a.release
3277,My love,TOOLS,3.5,163997,16,10000000,0,Everyone,5.36
3278,DuraSpeed,TOOLS,3.8,5431,1.3,10000000,0,Everyone,1.5.0
3279,HTC Sense Input-LV,TOOLS,3.6,59,2.3,50000,0,Everyone,9.7.753080
3280,HTC Sense Input-CA,TOOLS,3.1,124,1.9,100000,0,Everyone,9.7.753080
3281,HTC Sense Input-AR,TOOLS,3.8,1420,2.7,100000,0,Everyone,9.7.753080
3282,Digital Alarm Clock,TOOLS,4.2,118439,16,10000000,0,Everyone,10.4
3283,Alarm Clock Free,TOOLS,4,59973,11,10000000,0,Everyone,1.2.5
3284,Puzzle Alarm Clock ??TOOLS,TOOLS,4.3,32111,5.3,1000000,0,Everyone,4.4
3286,I Can't Wake Up! Alarm Clock,TOOLS,4.5,70404,4.2,1000000,0,Everyone,3.4.0
3288,Brightest Flashlight - LED Light,TOOLS,4.5,876866,9.1,50000000,0,Everyone,1.4.9
3289,LED Flashlight,TOOLS,4.4,207706,4.3,10000000,0,Everyone,2.4
3294,"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8,5000000,0,Everyone,1.4.0
3296,Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5,10000000,0,Everyone,2.4.1
3297,Super Flashlight + LED,TOOLS,4.3,54207,4.4,5000000,0,Everyone,3.2
3299,Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,50000000,0,Everyone,2.5.2
3300,Fraction Calculator Plus Free,TOOLS,4.5,148506,11,5000000,0,Everyone,Varies with device
3302,CALCU??Stylish Calculator Free,TOOLS,4.7,152692,11,5000000,0,Everyone,3.5.6
3304,Calculator with Percent (Free),TOOLS,4.8,48211,7.4,1000000,0,Everyone,32.1
3305,Graphing Calculator,TOOLS,3.9,12388,5.3,1000000,0,Everyone,1.17
3306,Unit Converter,TOOLS,4.5,85387,5.4,1000000,0,Everyone,2.1.54
3307,Calculator ++,TOOLS,4.6,33509,3.6,1000000,0,Everyone,2.2.7
3309,ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3,10000000,0,Everyone,3.1.00
3311,Classic Calculator,TOOLS,4,85659,27,5000000,0,Everyone,1.51
3313,weight conversion calculator,TOOLS,4,807,1.8,100000,0,Everyone,20180517
3314,Age Calculator,TOOLS,4.4,24265,3.3,1000000,0,Everyone,4.0.6
3315,EzCalculator,TOOLS,4.1,1657,2,100000,0,Everyone,2.1.0
3316,SuperVPN Free VPN Client,TOOLS,4.3,576454,6.1,50000000,0,Everyone,2.0.9
3317,Hideman VPN,TOOLS,4.1,88675,9.6,5000000,0,Everyone,6.0.1
3318,Fast Secure VPN,TOOLS,4.3,56848,9.6,1000000,0,Everyone,1.6.11
3319,Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10,1000000,0,Everyone,2.0.2
3320,Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2,50000000,0,Everyone,6.1.0
3321,OpenVPN Connect ??Fast & Safe SSL VPN Client,TOOLS,4.2,154578,14,10000000,0,Everyone,3.0.5
3322,"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,4.2,40676,25,1000000,0,Everyone,2.27.1
3323,FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9,1000000,0,Everyone,2.5.1.7592
3324,SurfEasy Secure Android VPN,TOOLS,4.5,273283,22,5000000,0,Everyone,4.1.0
3326,VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,8.9,10000000,0,Everyone,4.3.0
3328,Smart Keyboard Trial,TOOLS,4.1,65597,2.4,10000000,0,Everyone,4.20.1
3329,"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,4.4,1107320,25,50000000,0,Everyone,3.4.500
3332,Wifi Analyzer,TOOLS,4.4,335115,1.8,10000000,0,Everyone,3.11.2
3333,Network Signal Info,TOOLS,4.1,33926,17,1000000,0,Everyone,4.78.06
3335,osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,4.1,10000000,0,Everyone,6.06.14
3336,WiFi Overview 360,TOOLS,4.1,15693,18,1000000,0,Everyone,4.32.07
3337,Speedcheck,TOOLS,4.6,48979,14,1000000,0,Everyone,5.0.0.8
3341,NETGEAR WiFi Analytics,TOOLS,4.1,9496,0.696,1000000,0,Everyone,1.0.19
3342,Keypad Lock Screen,TOOLS,4.2,428581,4.7,10000000,0,Everyone,1.33
3343,photo keypad lockscreen,TOOLS,4.1,225544,8.1,10000000,0,Everyone,3.1.2
3345,Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9,10000000,0,Everyone,6.1.7.5
3346,Lock Screen,TOOLS,4,41137,4.6,1000000,0,Everyone,1.7.3
3347,ZERO Lock Screen,TOOLS,3.5,75336,0.544,1000000,0,Everyone,1.3
3348,AppLock - Fingerprint,TOOLS,4.4,745245,3.5,10000000,0,Everyone,7.2.0
3351,Screen Off and Lock,TOOLS,4.1,172990,0.525,10000000,0,Everyone,1.17.4
3352,Screen Lock,TOOLS,4.2,68309,2.1,1000000,0,Everyone,v3.9f
3354,Funny Ringtones,PERSONALIZATION,4.4,7146,14,1000000,0,Everyone 10+,1.1
3356,"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,4.6,49657,8.7,5000000,0,Everyone,3.6.21_pre
3357,3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21,100000,0,Mature 17+,5.34.10
3359,Golden Launcher,PERSONALIZATION,4.4,32794,12,5000000,0,Everyone,1.284.1.83
3360,Launcher,PERSONALIZATION,4.5,102923,18,1000000,0,Everyone,2.1.2
3361,"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17,100000000,0,Teen,5.41.0
3362,4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8,500000,0,Everyone 10+,2.6.2.1
3364,Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23,1000000,0,Everyone 10+,1.1
3365,Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14,1000000,0,Everyone,1.1
3366,ZenUI Launcher,PERSONALIZATION,4.7,1141545,15,50000000,0,Everyone,Varies with device
3367,"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485,9.9,1000000,0,Everyone,1.0.4
3368,New Launcher 2018,PERSONALIZATION,4.4,142393,12,10000000,0,Everyone,1.284.1.126
3369,Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12,10000000,0,Everyone,3.5
3370,"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,114851,20,10000000,0,Everyone,2.1.9
3371,3D Blue Glass Water Keyboard Theme,PERSONALIZATION,4.1,62209,7.4,10000000,0,Everyone,6.7.1
3372,Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3,10000000,0,Teen,2.6.0
3374,New 2018 Keyboard,PERSONALIZATION,4.6,298321,14,10000000,0,Everyone,2.5.5.9
3375,"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14,100000000,0,Everyone,3.9.7
3376,ZenUI Themes ??Stylish Themes,PERSONALIZATION,4.4,47393,7.2,10000000,0,Everyone,1.8.0.24_180511
3377,"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,55525,22,10000000,0,Everyone,1.2.7
3378,Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,7.2,500000,0,Everyone,6.7.5
3380,Microsoft Launcher,PERSONALIZATION,4.6,649568,26,10000000,0,Everyone,4.12.0.44682
3381,Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38,1000000,0,Everyone,1.8
3382,Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000,0,Everyone,3.3.a
3384,Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,5.4,1000000,0,Everyone,1.2
3385,ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000,0,Everyone,2.0.0.39_171124
3386,"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,3277209,7.6,100000000,0,Everyone,3.2.5
3387,OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,1.1,500000,0,Everyone,1.9.1.180419172630.4a15962
3388,Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626,9.1,1000000,0,Everyone,6.7.25.2018
3389,Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796,6.8,1000000,0,Everyone,6.7.5
3390,"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12,10000000,0,Everyone,2.3.27
3391,Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203,3.3,5000000,0,Everyone,40
3392,Romantic Love Photo Frames,PERSONALIZATION,4.4,18918,12,5000000,0,Everyone,1.14
3393,Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000,0,Everyone,6.7.24.2018
3394,OnePlus Icon Pack,PERSONALIZATION,4.8,440,0.92,500000,0,Everyone,1.9.2.180419172639.dbf3246
3395,Water Garden Live Wallpaper,PERSONALIZATION,4.6,66453,14,5000000,0,Everyone,1.57
3396,Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,6.8,100000,0,Everyone,6.6.28
3397,"FUN Keyboard ??Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27,500000,0,Everyone,1.2.5
3398,Freeme Launcher?�Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000,0,Everyone,2.11.5
3400,Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,29,10000000,0,Everyone,1.13
3403,Zooper Widget,PERSONALIZATION,4,30498,5.9,1000000,0,Everyone,2.6
3404,Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14,1000000,2.49,Everyone,5.7.8
3405,Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14,1000000,0,Everyone,5.7.6
3406,HD Widgets,PERSONALIZATION,4.3,58617,26,1000000,0.99,Everyone,4.3.2
3407,DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000,0,Everyone,1.7.2
3408,Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000,0,Everyone,3.5.6
3409,Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,0.779,10000,0.99,Everyone,1.1
3412,Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000,0,Teen,2.85
3413,Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10,5000000,0,Everyone,11
3414,Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,13,10000000,0,Everyone,3.6
3415,Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052,4,5000000,0,Teen,1.1.8
3416,Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,5.4,1000000,0,Everyone,1.3
3417,Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000,0,Everyone,4
3418,Petals 3D live wallpaper,PERSONALIZATION,4.2,112479,4.3,10000000,0,Everyone,3.0.5
3419,Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.853,10000000,0,Everyone,2.41
3420,LINE Launcher,PERSONALIZATION,4.4,733838,21,10000000,0,Everyone,2.4.25
3421,Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000,0,Everyone,4.0.0.7
3422,Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,8.6,10000000,0,Everyone,4.8.3
3423,Wallpapers HD,PERSONALIZATION,4.6,484981,2.1,10000000,0,Everyone,1.7.1
3424,Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,5000000,0,Teen,2.7.2
3427,Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074,3.3,1000000,0,Everyone,4.1
3428,Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000,0,Everyone,4.1
3429,Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,4.1,50000000,0,Everyone,1.9
3430,Wallpaper,PERSONALIZATION,4.5,69488,9.7,1000000,0,Everyone,6.07
3431,Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,3.3,1000000,0,Everyone,7.5
3432,Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,1000000,0,Everyone,18
3433,Tropical Beach Live Wallpaper,PERSONALIZATION,4,11343,8.4,1000000,0,Everyone,18
3434,Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,66730,7,5000000,0,Everyone,18
3435,Dolphins Live Wallpaper,PERSONALIZATION,4.2,25807,5.5,1000000,0,Everyone,15
3439,Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13,10000000,0,Everyone,1.9.7.07
3442,BIG Launcher,PERSONALIZATION,4.3,881,5.9,10000,9.99,Everyone,2.5.9
3444,"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,624924,24,10000000,0,Everyone,4.8.2.2195
3445,Simple Neon Blue Future Tech Keyboard Theme,PERSONALIZATION,4.1,51145,6.2,10000000,0,Everyone,1
3448,TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,7435,6.9,1000000,0,Everyone,1
3450,Lavender Emoji Keyboard Theme,PERSONALIZATION,4.1,12008,6.1,1000000,0,Everyone,5
3454,"AVG Cleaner ??Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24,10000000,0,Everyone,4.6.4
3456,QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1,10000000,0,Everyone,1.8.4
3458,Microsoft Outlook,PRODUCTIVITY,4.3,3252896,50,100000000,0,Everyone,2.2.194
3461,My Claro Peru,PRODUCTIVITY,3.2,11200,11,5000000,0,Everyone,3.1.1
3462,Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653,5.1,1000000,0,Everyone,1.2.5
3463,Google Assistant,PRODUCTIVITY,4.2,58675,1.3,10000000,0,Everyone,0.1.187945513
3469,Archos File Manager,PRODUCTIVITY,4,2131,2.3,5000000,0,Everyone,4.1.4
3470,ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,16,100000000,0,Everyone,4.1.8.2.2
3473,MyMTN,PRODUCTIVITY,4,8550,15,1000000,0,Everyone,2.1.5
3474,Dropbox,PRODUCTIVITY,4.4,1861310,61,500000000,0,Everyone,Varies with device
3475,ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,10000000,0,Everyone,1.10.0.33_180403
3480,lifebox,PRODUCTIVITY,4.2,56403,49,5000000,0,Everyone,4.0.5
3482,Content Transfer,PRODUCTIVITY,4.7,19302,7.2,5000000,0,Everyone,3.5.12
3485,Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,50000000,0,Everyone,2.2.1B216
3488,Microsoft Translator,PRODUCTIVITY,4.6,209696,49,5000000,0,Everyone,3.2.258b ae1da5165
3489,"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,1498393,14,50000000,0,Everyone,4.3.2.0
3495,Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000,0,Everyone,v1.39.3
3497,Security & Privacy,PRODUCTIVITY,4,212,10,1000000,0,Everyone,5.0.44
3498,7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,500000,0,Everyone,3.2.1
3499,Loop - Habit Tracker,PRODUCTIVITY,4.7,17955,3.8,1000000,0,Everyone,1.7.9
3501,Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,4.2,74146,32,10000000,0,Everyone,12.1.0
3502,Pushbullet - SMS on PC,PRODUCTIVITY,4.5,176873,4.5,1000000,0,Everyone,17.7.20
3504,Planner Pro-Personal Organizer,PRODUCTIVITY,4,10270,8.4,1000000,0,Everyone,4.4.1
3505,Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12,10000000,0,Everyone,12.8.2
3506,Cozi Family Organizer,PRODUCTIVITY,4.4,56713,25,1000000,0,Everyone,9.3.5776
3510,Trello,PRODUCTIVITY,4.5,72513,12,5000000,0,Everyone,5.0.1.11068-production
3512,Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1,10000000,0,Everyone,2.4.5
3515,ES File Explorer File Manager,PRODUCTIVITY,4.6,5383971,16,100000000,0,Everyone,4.1.8.2.2
3516,Solid Explorer Classic,PRODUCTIVITY,4.5,49794,6.5,1000000,0,Everyone,1.7.3
3517,File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,50000000,0,Everyone,6.4.0
3518,File Explorer,PRODUCTIVITY,4.1,979,0.72,100000,0,Everyone,2.1.3
3519,The Maner,PRODUCTIVITY,4.2,53015,2.2,5000000,0,Everyone,2.2.2
3522,Smart File Manager,PRODUCTIVITY,4.2,17415,4.1,1000000,0,Everyone,3.5.9
3530,"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,549900,60,10000000,0,Everyone,7.3.30
3532,"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1508137,37,100000000,0,Everyone,11.1.3
3538,Simple Notepad,PRODUCTIVITY,4.3,12321,0.713,1000000,0,Everyone,2.0.1
3539,Keep My Notes - Notepad & Memo,PRODUCTIVITY,4.6,122424,4.7,5000000,0,Everyone,1.35.2
3540,Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507,6.6,1000000,0,Everyone,13.4
3541,Notepad,PRODUCTIVITY,4.2,80581,2.5,10000000,0,Everyone,2.4
3542,Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204,19,1000000,0,Everyone,3.4.4.4-GP
3544,Notepad & To do list,PRODUCTIVITY,4.3,226295,4.2,10000000,0,Everyone,4.3.19
3545,"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904,11,1000000,0,Everyone,12.8.2-pi
3550,Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12,10000000,0,Everyone,12.8.2
3553,Calendar+ Schedule Planner App,PRODUCTIVITY,4,8985,5.7,1000000,0,Everyone,1.07.59
3554,Today Calendar 2017,PRODUCTIVITY,4.2,16349,9,1000000,0,Everyone,4.0.7.3
3556,New Calendar,PRODUCTIVITY,4.5,25985,6.9,1000000,0,Everyone,1.0.167
3557,Planner Pro-Personal Organizer,PRODUCTIVITY,4,10270,8.4,1000000,0,Everyone,4.4.1
3558,Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9,5000000,0,Everyone,1.26.2
3562,Business Calendar 2,PRODUCTIVITY,4.6,102594,15,5000000,0,Everyone,2.30.1
3569,Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850,11,100000,0,Everyone,2.3.3-play
3570,Dropbox,PRODUCTIVITY,4.4,1861309,61,500000000,0,Everyone,Varies with device
3571,Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,1000000,0,Everyone,1.9.1.147.0-google
3572,SugarSync,PRODUCTIVITY,4.1,16420,3.8,1000000,0,Everyone,4.4.0.4
3574,MediaFire,PRODUCTIVITY,4.1,71432,3.8,5000000,0,Everyone,4.2.2
3576,Baby Names,PARENTING,4.5,86,2.8,10000,0,Everyone,1.7
3578,Zoo For Preschool Kids 3-9 Years,PARENTING,0,76,8.2,10000,0,Everyone,1.0.7
3579,My baby Game (Balloon POP!),PARENTING,3.8,3614,3.3,1000000,0,Everyone,2.15.2714
3580,Arabic Alphabets,PARENTING,0,34,6.2,10000,0,Everyone,1
3581,Learn the letters and words,PARENTING,0,31,85,10000,0,Everyone,3.2
3582,Development of the child up to a year,PARENTING,4.6,1413,14,100000,0,Mature 17+,2.9.9
3583,Favorite children's songs,PARENTING,4.7,39,95,10000,0,Everyone,1.2.5
3584,Ali Baba's Farm Tutorial Kids Games,PARENTING,0,36,5.5,5000,0,Everyone,4.7
3585,Baby Panda Learns Shapes,PARENTING,4,3789,42,1000000,0,Everyone,8.25.10.00
3586,Learning English for children,PARENTING,0,67,15,50000,0,Everyone,1.9
3587,Mozart Baby Sleep,PARENTING,4.7,107,98,50000,0,Teen,1.4.0
3588,Kids Videos,PARENTING,4.1,559,6.4,100000,0,Everyone,1.3.1
3589,My baby firework,PARENTING,3.7,4976,2.8,1000000,0,Everyone,2.04.2714
3590,We learn children's verses in kindergarten,PARENTING,0,3248,6.5,100000,0,Everyone,2.1
3591,Baby Food - Homemade Recipes,PARENTING,4.1,44,3.6,10000,0,Everyone,8.2
3592,My baby Phone,PARENTING,3.7,9293,2.4,1000000,0,Everyone,2.03.2714
3593,Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386,3.4,1000000,0,Everyone,2.7
3594,Arabic Chat - Chat,PARENTING,4.4,162,1.5,10000,0,Everyone,1
3595,BookBaby - Baby Development,PARENTING,4.6,1002,5,50000,0,Everyone,3
3596,Kids Craft Ideas,PARENTING,4.1,99,6.6,10000,0,Everyone,1.1
3600,Educational Children's Songs,PARENTING,0,163,59,100000,0,Everyone,1.2
3601,How do I take care of my child?,PARENTING,4.8,190,6.8,100000,0,Everyone,1.5
3602,Baby Name Together,PARENTING,4,464,24,100000,0,Everyone,2.3.1
3603,White Noise for Baby,PARENTING,4.9,717,6.6,100000,0,Everyone,1.6.0
3604,Favorite Soviet cartoons,PARENTING,0,63,4.9,10000,0,Everyone,1.0.6
3605,The first year of a baby's life,PARENTING,4.8,7505,9.1,100000,0,Everyone,1.1.27.477-free
3606,Safe365 ??Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501,11,1000000,0,Everyone,3.7.1
3607,Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,5.8,5000,0,Everyone,1.0.6
3608,"Amazon FreeTime ??Kids??Videos, Books, & TV shows",PARENTING,4.2,2715,24,500000,0,Everyone,FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014
3609,"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349,4.4,100000,0,Everyone,1.7
3610,PPS Online,PARENTING,4.6,37,16,10000,0,Everyone,3.19
3611,Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806,11,500000,0,Everyone,4.2
3612,Latest Emmanuella Comedy Video,PARENTING,4.6,60,4.9,10000,0,Everyone,Natalia Studio Development
3613,Baby Care & Tracker,PARENTING,4.1,319,11,100000,0,Everyone,5.3
3614,Urban Limo Taxi Simulator,PARENTING,3.8,824,53,1000000,0,Everyone,8.9
3615,Rainbow - Journal & Activities,PARENTING,4.8,6668,20,100000,0,Everyone,2.5.9
3616,Classical music for baby,PARENTING,4.8,1940,38,100000,0,Everyone,1.04
3617,How do I care about my child?,PARENTING,0,34,4.9,10000,0,Everyone,1.2
3618,My Child from eDziecko.pl,PARENTING,4.5,1025,17,100000,0,Everyone,1.3.9
